hour,timestamp,OEE,availability,performance,quality,throughput,raw_inventory,wip,finished,energy_price,temp,humidity,voltage,available_workers,fatigue,maintenance,downtime,MTBF,shift
0,2023-01-01 00:00:00,0.497136740031964,1.0,0.6190415268137137,0.8030749448922929,247,602.4,247,0.0,51.04715418229167,5.0,55.902058486288325,1.0,2,1.4159385919817398,0,0,1.0,0
1,2023-01-01 01:00:00,0.6078023540549844,1.0,0.7208247079163953,0.8432041068790337,289,371.19999999999993,536,0.0,30.45178563911718,5.0,53.123222271794305,1.0034641837410467,2,1.2152755866216245,0,0,2.0,0
2,2023-01-01 02:00:00,0.5127579229555952,1.0,0.6357791313540456,0.8065032299244441,255,167.19999999999993,791,0.0,56.905892242133824,5.0,54.12037906911326,1.0057475689302482,2,1.376949571488243,0,0,3.0,0
3,2023-01-01 03:00:00,0.4474168156759608,1.0,0.559271019594951,0.8,208,0.0,752,247.0,33.01148549652302,5.0,50.95289358808134,1.007218011829396,2,1.5643790618120044,0,0,4.0,0
4,2023-01-01 04:00:00,0.5757567678099442,1.0,0.6937394237676114,0.8299323176461296,0,0.0,463,536.0,50.09376037868978,9.587886480743759,51.04757648954632,1.0063580126221956,2,1.3468342972759435,0,0,5.0,0
5,2023-01-01 05:00:00,0.5045281758540007,1.0,0.6270255497533943,0.8046373485935762,0,0.0,208,791.0,43.51414733293183,7.860443052312649,51.59944927690547,1.0109090842978088,2,1.4579692162735352,0,0,6.0,0
6,2023-01-01 06:00:00,0.7446395218013879,1.0,0.8302903793804646,0.8968422858964276,0,0.0,0,999.0,50.30349906015051,10.170502498476463,51.472722634266034,1.0147202950739898,4,1.127841181466029,0,0,7.0,1
7,2023-01-01 07:00:00,0.6438502256436239,1.0,0.750591880804416,0.8577900215941637,0,0.0,0,999.0,57.17056680464557,10.947516971462907,48.445739574558914,1.0195760157452995,4,1.2504342542403935,0,0,8.0,1
8,2023-01-01 08:00:00,0.7374292789775028,1.0,0.8247481693510602,0.8941266029820195,0,0.0,0,999.0,43.58655044182934,15.987390081571817,44.69769924555878,1.0147351628134642,4,1.1373111240637248,0,0,9.0,1
9,2023-01-01 09:00:00,0.7681813201538489,1.0,0.8482273472622538,0.9056314001585044,0,0.0,0,999.0,53.34583609397738,17.300300957869215,47.700967666012126,1.0027057585065742,4,1.1051575257758237,0,0,10.0,1
